iter 159345, train , nav_error: 0.6059, oracle_error: 0.4771, steps: 26.0596, lengths: 10.1837, cls: 0.9210, ndtw: 0.8708, sdtw: 0.8523, success_rate: 0.9486, oracle_rate: 0.9623, spl: 0.9294, val_seen , nav_error: 3.9687, oracle_error: 2.5645, steps: 34.6699, lengths: 13.1773, cls: 0.6820, ndtw: 0.5728, sdtw: 0.4809, success_rate: 0.6259, oracle_rate: 0.6983, spl: 0.5838, val_unseen , nav_error: 4.6772, oracle_error: 2.9201, steps: 42.7420, lengths: 15.5765, cls: 0.6022, ndtw: 0.4687, sdtw: 0.3846, success_rate: 0.5653, oracle_rate: 0.6556, spl: 0.5027
BEST RESULT TILL NOW: val_unseen | Iter 161403 iter 161403, train , nav_error: 0.7444, oracle_error: 0.5822, steps: 26.7256, lengths: 10.3588, cls: 0.9065, ndtw: 0.8491, sdtw: 0.8274, success_rate: 0.9366, oracle_rate: 0.9521, spl: 0.9138, val_seen , nav_error: 4.0434, oracle_error: 2.6695, steps: 35.9628, lengths: 13.3628, cls: 0.6786, ndtw: 0.5630, sdtw: 0.4700, success_rate: 0.6210, oracle_rate: 0.6934, spl: 0.5827, val_unseen , nav_error: 4.7248, oracle_error: 3.0287, steps: 43.4636, lengths: 15.4530, cls: 0.5993, ndtw: 0.4762, sdtw: 0.3829, success_rate: 0.5504, oracle_rate: 0.6437, spl: 0.4964
iter 161924, train , nav_error: 0.6892, oracle_error: 0.5360, steps: 26.3180, lengths: 10.2261, cls: 0.9138, ndtw: 0.8601, sdtw: 0.8388, success_rate: 0.9404, oracle_rate: 0.9563, spl: 0.9197, val_seen , nav_error: 4.2023, oracle_error: 2.7277, steps: 34.3242, lengths: 13.1068, cls: 0.6748, ndtw: 0.5627, sdtw: 0.4647, success_rate: 0.6024, oracle_rate: 0.6758, spl: 0.5662, val_unseen , nav_error: 4.8638, oracle_error: 3.0594, steps: 41.2397, lengths: 15.0291, cls: 0.5987, ndtw: 0.4689, sdtw: 0.3830, success_rate: 0.5517, oracle_rate: 0.6445, spl: 0.4970
BEST RESULT TILL NOW: val_seen | Iter 159345 iter 159345, train , nav_error: 0.6059, oracle_error: 0.4771, steps: 26.0596, lengths: 10.1837, cls: 0.9210, ndtw: 0.8708, sdtw: 0.8523, success_rate: 0.9486, oracle_rate: 0.9623, spl: 0.9294, val_seen , nav_error: 3.9687, oracle_error: 2.5645, steps: 34.6699, lengths: 13.1773, cls: 0.6820, ndtw: 0.5728, sdtw: 0.4809, success_rate: 0.6259, oracle_rate: 0.6983, spl: 0.5838, val_unseen , nav_error: 4.6772, oracle_error: 2.9201, steps: 42.7420, lengths: 15.5765, cls: 0.6022, ndtw: 0.4687, sdtw: 0.3846, success_rate: 0.5653, oracle_rate: 0.6556, spl: 0.5027
BEST RESULT TILL NOW: val_unseen | Iter 161403 iter 161403, train , nav_error: 0.7444, oracle_error: 0.5822, steps: 26.7256, lengths: 10.3588, cls: 0.9065, ndtw: 0.8491, sdtw: 0.8274, success_rate: 0.9366, oracle_rate: 0.9521, spl: 0.9138, val_seen , nav_error: 4.0434, oracle_error: 2.6695, steps: 35.9628, lengths: 13.3628, cls: 0.6786, ndtw: 0.5630, sdtw: 0.4700, success_rate: 0.6210, oracle_rate: 0.6934, spl: 0.5827, val_unseen , nav_error: 4.7248, oracle_error: 3.0287, steps: 43.4636, lengths: 15.4530, cls: 0.5993, ndtw: 0.4762, sdtw: 0.3829, success_rate: 0.5504, oracle_rate: 0.6437, spl: 0.4964
iter 162159, train , nav_error: 0.7829, oracle_error: 0.5969, steps: 26.7168, lengths: 10.4085, cls: 0.9019, ndtw: 0.8410, sdtw: 0.8180, success_rate: 0.9315, oracle_rate: 0.9499, spl: 0.9067, val_seen , nav_error: 3.9915, oracle_error: 2.5995, steps: 35.5132, lengths: 13.6803, cls: 0.6758, ndtw: 0.5607, sdtw: 0.4692, success_rate: 0.6210, oracle_rate: 0.7013, spl: 0.5788, val_unseen , nav_error: 4.9342, oracle_error: 3.0695, steps: 45.3640, lengths: 16.8371, cls: 0.5823, ndtw: 0.4577, sdtw: 0.3682, success_rate: 0.5351, oracle_rate: 0.6411, spl: 0.4760
BEST RESULT TILL NOW: val_seen | Iter 159345 iter 159345, train , nav_error: 0.6059, oracle_error: 0.4771, steps: 26.0596, lengths: 10.1837, cls: 0.9210, ndtw: 0.8708, sdtw: 0.8523, success_rate: 0.9486, oracle_rate: 0.9623, spl: 0.9294, val_seen , nav_error: 3.9687, oracle_error: 2.5645, steps: 34.6699, lengths: 13.1773, cls: 0.6820, ndtw: 0.5728, sdtw: 0.4809, success_rate: 0.6259, oracle_rate: 0.6983, spl: 0.5838, val_unseen , nav_error: 4.6772, oracle_error: 2.9201, steps: 42.7420, lengths: 15.5765, cls: 0.6022, ndtw: 0.4687, sdtw: 0.3846, success_rate: 0.5653, oracle_rate: 0.6556, spl: 0.5027
BEST RESULT TILL NOW: val_unseen | Iter 161403 iter 161403, train , nav_error: 0.7444, oracle_error: 0.5822, steps: 26.7256, lengths: 10.3588, cls: 0.9065, ndtw: 0.8491, sdtw: 0.8274, success_rate: 0.9366, oracle_rate: 0.9521, spl: 0.9138, val_seen , nav_error: 4.0434, oracle_error: 2.6695, steps: 35.9628, lengths: 13.3628, cls: 0.6786, ndtw: 0.5630, sdtw: 0.4700, success_rate: 0.6210, oracle_rate: 0.6934, spl: 0.5827, val_unseen , nav_error: 4.7248, oracle_error: 3.0287, steps: 43.4636, lengths: 15.4530, cls: 0.5993, ndtw: 0.4762, sdtw: 0.3829, success_rate: 0.5504, oracle_rate: 0.6437, spl: 0.4964
iter 162387, train , nav_error: 0.8389, oracle_error: 0.6555, steps: 27.0940, lengths: 10.5508, cls: 0.8965, ndtw: 0.8362, sdtw: 0.8119, success_rate: 0.9269, oracle_rate: 0.9444, spl: 0.9023, val_seen , nav_error: 3.9786, oracle_error: 2.6330, steps: 37.6435, lengths: 14.1974, cls: 0.6756, ndtw: 0.5651, sdtw: 0.4706, success_rate: 0.6161, oracle_rate: 0.6925, spl: 0.5787, val_unseen , nav_error: 4.8186, oracle_error: 3.0454, steps: 46.9068, lengths: 16.9168, cls: 0.5848, ndtw: 0.4661, sdtw: 0.3770, success_rate: 0.5402, oracle_rate: 0.6377, spl: 0.4834
BEST RESULT TILL NOW: val_seen | Iter 159345 iter 159345, train , nav_error: 0.6059, oracle_error: 0.4771, steps: 26.0596, lengths: 10.1837, cls: 0.9210, ndtw: 0.8708, sdtw: 0.8523, success_rate: 0.9486, oracle_rate: 0.9623, spl: 0.9294, val_seen , nav_error: 3.9687, oracle_error: 2.5645, steps: 34.6699, lengths: 13.1773, cls: 0.6820, ndtw: 0.5728, sdtw: 0.4809, success_rate: 0.6259, oracle_rate: 0.6983, spl: 0.5838, val_unseen , nav_error: 4.6772, oracle_error: 2.9201, steps: 42.7420, lengths: 15.5765, cls: 0.6022, ndtw: 0.4687, sdtw: 0.3846, success_rate: 0.5653, oracle_rate: 0.6556, spl: 0.5027
BEST RESULT TILL NOW: val_unseen | Iter 161403 iter 161403, train , nav_error: 0.7444, oracle_error: 0.5822, steps: 26.7256, lengths: 10.3588, cls: 0.9065, ndtw: 0.8491, sdtw: 0.8274, success_rate: 0.9366, oracle_rate: 0.9521, spl: 0.9138, val_seen , nav_error: 4.0434, oracle_error: 2.6695, steps: 35.9628, lengths: 13.3628, cls: 0.6786, ndtw: 0.5630, sdtw: 0.4700, success_rate: 0.6210, oracle_rate: 0.6934, spl: 0.5827, val_unseen , nav_error: 4.7248, oracle_error: 3.0287, steps: 43.4636, lengths: 15.4530, cls: 0.5993, ndtw: 0.4762, sdtw: 0.3829, success_rate: 0.5504, oracle_rate: 0.6437, spl: 0.4964
iter 162527, train , nav_error: 0.6961, oracle_error: 0.5357, steps: 26.2357, lengths: 10.2260, cls: 0.9129, ndtw: 0.8597, sdtw: 0.8385, success_rate: 0.9403, oracle_rate: 0.9561, spl: 0.9188, val_seen , nav_error: 4.0111, oracle_error: 2.6457, steps: 34.6043, lengths: 13.1043, cls: 0.6822, ndtw: 0.5731, sdtw: 0.4802, success_rate: 0.6249, oracle_rate: 0.6983, spl: 0.5869, val_unseen , nav_error: 4.7196, oracle_error: 2.9580, steps: 39.7799, lengths: 14.4942, cls: 0.6113, ndtw: 0.4884, sdtw: 0.4018, success_rate: 0.5653, oracle_rate: 0.6599, spl: 0.5115
BEST RESULT TILL NOW: val_seen | Iter 159345 iter 159345, train , nav_error: 0.6059, oracle_error: 0.4771, steps: 26.0596, lengths: 10.1837, cls: 0.9210, ndtw: 0.8708, sdtw: 0.8523, success_rate: 0.9486, oracle_rate: 0.9623, spl: 0.9294, val_seen , nav_error: 3.9687, oracle_error: 2.5645, steps: 34.6699, lengths: 13.1773, cls: 0.6820, ndtw: 0.5728, sdtw: 0.4809, success_rate: 0.6259, oracle_rate: 0.6983, spl: 0.5838, val_unseen , nav_error: 4.6772, oracle_error: 2.9201, steps: 42.7420, lengths: 15.5765, cls: 0.6022, ndtw: 0.4687, sdtw: 0.3846, success_rate: 0.5653, oracle_rate: 0.6556, spl: 0.5027
BEST RESULT TILL NOW: val_unseen | Iter 162527 iter 162527, train , nav_error: 0.6961, oracle_error: 0.5357, steps: 26.2357, lengths: 10.2260, cls: 0.9129, ndtw: 0.8597, sdtw: 0.8385, success_rate: 0.9403, oracle_rate: 0.9561, spl: 0.9188, val_seen , nav_error: 4.0111, oracle_error: 2.6457, steps: 34.6043, lengths: 13.1043, cls: 0.6822, ndtw: 0.5731, sdtw: 0.4802, success_rate: 0.6249, oracle_rate: 0.6983, spl: 0.5869, val_unseen , nav_error: 4.7196, oracle_error: 2.9580, steps: 39.7799, lengths: 14.4942, cls: 0.6113, ndtw: 0.4884, sdtw: 0.4018, success_rate: 0.5653, oracle_rate: 0.6599, spl: 0.5115
iter 162781, train , nav_error: 0.7448, oracle_error: 0.5883, steps: 26.5381, lengths: 10.2656, cls: 0.9071, ndtw: 0.8505, sdtw: 0.8283, success_rate: 0.9372, oracle_rate: 0.9521, spl: 0.9150, val_seen , nav_error: 4.0279, oracle_error: 2.6450, steps: 34.7179, lengths: 13.2991, cls: 0.6813, ndtw: 0.5702, sdtw: 0.4751, success_rate: 0.6180, oracle_rate: 0.6944, spl: 0.5832, val_unseen , nav_error: 4.6698, oracle_error: 2.9677, steps: 41.5211, lengths: 15.0964, cls: 0.6040, ndtw: 0.4800, sdtw: 0.3914, success_rate: 0.5624, oracle_rate: 0.6552, spl: 0.5059
BEST RESULT TILL NOW: val_seen | Iter 159345 iter 159345, train , nav_error: 0.6059, oracle_error: 0.4771, steps: 26.0596, lengths: 10.1837, cls: 0.9210, ndtw: 0.8708, sdtw: 0.8523, success_rate: 0.9486, oracle_rate: 0.9623, spl: 0.9294, val_seen , nav_error: 3.9687, oracle_error: 2.5645, steps: 34.6699, lengths: 13.1773, cls: 0.6820, ndtw: 0.5728, sdtw: 0.4809, success_rate: 0.6259, oracle_rate: 0.6983, spl: 0.5838, val_unseen , nav_error: 4.6772, oracle_error: 2.9201, steps: 42.7420, lengths: 15.5765, cls: 0.6022, ndtw: 0.4687, sdtw: 0.3846, success_rate: 0.5653, oracle_rate: 0.6556, spl: 0.5027
BEST RESULT TILL NOW: val_unseen | Iter 162781 iter 162781, train , nav_error: 0.7448, oracle_error: 0.5883, steps: 26.5381, lengths: 10.2656, cls: 0.9071, ndtw: 0.8505, sdtw: 0.8283, success_rate: 0.9372, oracle_rate: 0.9521, spl: 0.9150, val_seen , nav_error: 4.0279, oracle_error: 2.6450, steps: 34.7179, lengths: 13.2991, cls: 0.6813, ndtw: 0.5702, sdtw: 0.4751, success_rate: 0.6180, oracle_rate: 0.6944, spl: 0.5832, val_unseen , nav_error: 4.6698, oracle_error: 2.9677, steps: 41.5211, lengths: 15.0964, cls: 0.6040, ndtw: 0.4800, sdtw: 0.3914, success_rate: 0.5624, oracle_rate: 0.6552, spl: 0.5059
iter 162922, train , nav_error: 0.7224, oracle_error: 0.5486, steps: 26.5725, lengths: 10.2903, cls: 0.9081, ndtw: 0.8507, sdtw: 0.8296, success_rate: 0.9380, oracle_rate: 0.9541, spl: 0.9143, val_seen , nav_error: 3.9612, oracle_error: 2.5999, steps: 34.9951, lengths: 13.0966, cls: 0.6769, ndtw: 0.5622, sdtw: 0.4694, success_rate: 0.6239, oracle_rate: 0.6974, spl: 0.5820, val_unseen , nav_error: 4.6768, oracle_error: 2.9226, steps: 40.2597, lengths: 14.4666, cls: 0.6098, ndtw: 0.4851, sdtw: 0.3986, success_rate: 0.5653, oracle_rate: 0.6582, spl: 0.5091
BEST RESULT TILL NOW: val_seen | Iter 159345 iter 159345, train , nav_error: 0.6059, oracle_error: 0.4771, steps: 26.0596, lengths: 10.1837, cls: 0.9210, ndtw: 0.8708, sdtw: 0.8523, success_rate: 0.9486, oracle_rate: 0.9623, spl: 0.9294, val_seen , nav_error: 3.9687, oracle_error: 2.5645, steps: 34.6699, lengths: 13.1773, cls: 0.6820, ndtw: 0.5728, sdtw: 0.4809, success_rate: 0.6259, oracle_rate: 0.6983, spl: 0.5838, val_unseen , nav_error: 4.6772, oracle_error: 2.9201, steps: 42.7420, lengths: 15.5765, cls: 0.6022, ndtw: 0.4687, sdtw: 0.3846, success_rate: 0.5653, oracle_rate: 0.6556, spl: 0.5027
BEST RESULT TILL NOW: val_unseen | Iter 162781 iter 162781, train , nav_error: 0.7448, oracle_error: 0.5883, steps: 26.5381, lengths: 10.2656, cls: 0.9071, ndtw: 0.8505, sdtw: 0.8283, success_rate: 0.9372, oracle_rate: 0.9521, spl: 0.9150, val_seen , nav_error: 4.0279, oracle_error: 2.6450, steps: 34.7179, lengths: 13.2991, cls: 0.6813, ndtw: 0.5702, sdtw: 0.4751, success_rate: 0.6180, oracle_rate: 0.6944, spl: 0.5832, val_unseen , nav_error: 4.6698, oracle_error: 2.9677, steps: 41.5211, lengths: 15.0964, cls: 0.6040, ndtw: 0.4800, sdtw: 0.3914, success_rate: 0.5624, oracle_rate: 0.6552, spl: 0.5059
iter 163151, train , nav_error: 1.1296, oracle_error: 0.8385, steps: 28.4512, lengths: 11.0768, cls: 0.8681, ndtw: 0.7981, sdtw: 0.7664, success_rate: 0.8955, oracle_rate: 0.9226, spl: 0.8660, val_seen , nav_error: 4.2450, oracle_error: 2.7736, steps: 37.9853, lengths: 14.5485, cls: 0.6551, ndtw: 0.5356, sdtw: 0.4344, success_rate: 0.5955, oracle_rate: 0.6797, spl: 0.5509, val_unseen , nav_error: 4.9834, oracle_error: 3.1723, steps: 47.9447, lengths: 17.5709, cls: 0.5725, ndtw: 0.4555, sdtw: 0.3641, success_rate: 0.5292, oracle_rate: 0.6237, spl: 0.4681
BEST RESULT TILL NOW: val_seen | Iter 159345 iter 159345, train , nav_error: 0.6059, oracle_error: 0.4771, steps: 26.0596, lengths: 10.1837, cls: 0.9210, ndtw: 0.8708, sdtw: 0.8523, success_rate: 0.9486, oracle_rate: 0.9623, spl: 0.9294, val_seen , nav_error: 3.9687, oracle_error: 2.5645, steps: 34.6699, lengths: 13.1773, cls: 0.6820, ndtw: 0.5728, sdtw: 0.4809, success_rate: 0.6259, oracle_rate: 0.6983, spl: 0.5838, val_unseen , nav_error: 4.6772, oracle_error: 2.9201, steps: 42.7420, lengths: 15.5765, cls: 0.6022, ndtw: 0.4687, sdtw: 0.3846, success_rate: 0.5653, oracle_rate: 0.6556, spl: 0.5027
BEST RESULT TILL NOW: val_unseen | Iter 163151 iter 163151, train , nav_error: 1.1296, oracle_error: 0.8385, steps: 28.4512, lengths: 11.0768, cls: 0.8681, ndtw: 0.7981, sdtw: 0.7664, success_rate: 0.8955, oracle_rate: 0.9226, spl: 0.8660, val_seen , nav_error: 4.2450, oracle_error: 2.7736, steps: 37.9853, lengths: 14.5485, cls: 0.6551, ndtw: 0.5356, sdtw: 0.4344, success_rate: 0.5955, oracle_rate: 0.6797, spl: 0.5509, val_unseen , nav_error: 4.9834, oracle_error: 3.1723, steps: 47.9447, lengths: 17.5709, cls: 0.5725, ndtw: 0.4555, sdtw: 0.3641, success_rate: 0.5292, oracle_rate: 0.6237, spl: 0.4681
iter 163412, train , nav_error: 1.0520, oracle_error: 0.7577, steps: 28.2888, lengths: 10.9511, cls: 0.8758, ndtw: 0.8058, sdtw: 0.7756, success_rate: 0.9038, oracle_rate: 0.9308, spl: 0.8724, val_seen , nav_error: 4.2073, oracle_error: 2.7283, steps: 38.6572, lengths: 14.4250, cls: 0.6623, ndtw: 0.5396, sdtw: 0.4477, success_rate: 0.6033, oracle_rate: 0.6876, spl: 0.5604, val_unseen , nav_error: 5.0133, oracle_error: 3.1757, steps: 48.3244, lengths: 17.2373, cls: 0.5748, ndtw: 0.4534, sdtw: 0.3668, success_rate: 0.5321, oracle_rate: 0.6271, spl: 0.4702
BEST RESULT TILL NOW: val_seen | Iter 159345 iter 159345, train , nav_error: 0.6059, oracle_error: 0.4771, steps: 26.0596, lengths: 10.1837, cls: 0.9210, ndtw: 0.8708, sdtw: 0.8523, success_rate: 0.9486, oracle_rate: 0.9623, spl: 0.9294, val_seen , nav_error: 3.9687, oracle_error: 2.5645, steps: 34.6699, lengths: 13.1773, cls: 0.6820, ndtw: 0.5728, sdtw: 0.4809, success_rate: 0.6259, oracle_rate: 0.6983, spl: 0.5838, val_unseen , nav_error: 4.6772, oracle_error: 2.9201, steps: 42.7420, lengths: 15.5765, cls: 0.6022, ndtw: 0.4687, sdtw: 0.3846, success_rate: 0.5653, oracle_rate: 0.6556, spl: 0.5027
BEST RESULT TILL NOW: val_unseen | Iter 163412 iter 163412, train , nav_error: 1.0520, oracle_error: 0.7577, steps: 28.2888, lengths: 10.9511, cls: 0.8758, ndtw: 0.8058, sdtw: 0.7756, success_rate: 0.9038, oracle_rate: 0.9308, spl: 0.8724, val_seen , nav_error: 4.2073, oracle_error: 2.7283, steps: 38.6572, lengths: 14.4250, cls: 0.6623, ndtw: 0.5396, sdtw: 0.4477, success_rate: 0.6033, oracle_rate: 0.6876, spl: 0.5604, val_unseen , nav_error: 5.0133, oracle_error: 3.1757, steps: 48.3244, lengths: 17.2373, cls: 0.5748, ndtw: 0.4534, sdtw: 0.3668, success_rate: 0.5321, oracle_rate: 0.6271, spl: 0.4702
iter 163642, train , nav_error: 0.8317, oracle_error: 0.6210, steps: 27.0348, lengths: 10.5259, cls: 0.8975, ndtw: 0.8362, sdtw: 0.8118, success_rate: 0.9277, oracle_rate: 0.9477, spl: 0.9013, val_seen , nav_error: 4.1060, oracle_error: 2.7015, steps: 36.4358, lengths: 14.0934, cls: 0.6689, ndtw: 0.5550, sdtw: 0.4566, success_rate: 0.5984, oracle_rate: 0.6866, spl: 0.5589, val_unseen , nav_error: 4.7300, oracle_error: 2.9609, steps: 45.0685, lengths: 16.4199, cls: 0.5945, ndtw: 0.4716, sdtw: 0.3865, success_rate: 0.5568, oracle_rate: 0.6586, spl: 0.4973
BEST RESULT TILL NOW: val_seen | Iter 159345 iter 159345, train , nav_error: 0.6059, oracle_error: 0.4771, steps: 26.0596, lengths: 10.1837, cls: 0.9210, ndtw: 0.8708, sdtw: 0.8523, success_rate: 0.9486, oracle_rate: 0.9623, spl: 0.9294, val_seen , nav_error: 3.9687, oracle_error: 2.5645, steps: 34.6699, lengths: 13.1773, cls: 0.6820, ndtw: 0.5728, sdtw: 0.4809, success_rate: 0.6259, oracle_rate: 0.6983, spl: 0.5838, val_unseen , nav_error: 4.6772, oracle_error: 2.9201, steps: 42.7420, lengths: 15.5765, cls: 0.6022, ndtw: 0.4687, sdtw: 0.3846, success_rate: 0.5653, oracle_rate: 0.6556, spl: 0.5027
BEST RESULT TILL NOW: val_unseen | Iter 163642 iter 163642, train , nav_error: 0.8317, oracle_error: 0.6210, steps: 27.0348, lengths: 10.5259, cls: 0.8975, ndtw: 0.8362, sdtw: 0.8118, success_rate: 0.9277, oracle_rate: 0.9477, spl: 0.9013, val_seen , nav_error: 4.1060, oracle_error: 2.7015, steps: 36.4358, lengths: 14.0934, cls: 0.6689, ndtw: 0.5550, sdtw: 0.4566, success_rate: 0.5984, oracle_rate: 0.6866, spl: 0.5589, val_unseen , nav_error: 4.7300, oracle_error: 2.9609, steps: 45.0685, lengths: 16.4199, cls: 0.5945, ndtw: 0.4716, sdtw: 0.3865, success_rate: 0.5568, oracle_rate: 0.6586, spl: 0.4973
iter 163821, train , nav_error: 0.7043, oracle_error: 0.5461, steps: 26.3012, lengths: 10.2297, cls: 0.9111, ndtw: 0.8560, sdtw: 0.8339, success_rate: 0.9395, oracle_rate: 0.9543, spl: 0.9173, val_seen , nav_error: 3.9915, oracle_error: 2.6415, steps: 33.2194, lengths: 12.6583, cls: 0.6806, ndtw: 0.5701, sdtw: 0.4764, success_rate: 0.6210, oracle_rate: 0.6905, spl: 0.5829, val_unseen , nav_error: 4.6270, oracle_error: 2.9204, steps: 38.4521, lengths: 13.9575, cls: 0.6182, ndtw: 0.4939, sdtw: 0.4038, success_rate: 0.5670, oracle_rate: 0.6620, spl: 0.5172
BEST RESULT TILL NOW: val_seen | Iter 159345 iter 159345, train , nav_error: 0.6059, oracle_error: 0.4771, steps: 26.0596, lengths: 10.1837, cls: 0.9210, ndtw: 0.8708, sdtw: 0.8523, success_rate: 0.9486, oracle_rate: 0.9623, spl: 0.9294, val_seen , nav_error: 3.9687, oracle_error: 2.5645, steps: 34.6699, lengths: 13.1773, cls: 0.6820, ndtw: 0.5728, sdtw: 0.4809, success_rate: 0.6259, oracle_rate: 0.6983, spl: 0.5838, val_unseen , nav_error: 4.6772, oracle_error: 2.9201, steps: 42.7420, lengths: 15.5765, cls: 0.6022, ndtw: 0.4687, sdtw: 0.3846, success_rate: 0.5653, oracle_rate: 0.6556, spl: 0.5027
BEST RESULT TILL NOW: val_unseen | Iter 163821 iter 163821, train , nav_error: 0.7043, oracle_error: 0.5461, steps: 26.3012, lengths: 10.2297, cls: 0.9111, ndtw: 0.8560, sdtw: 0.8339, success_rate: 0.9395, oracle_rate: 0.9543, spl: 0.9173, val_seen , nav_error: 3.9915, oracle_error: 2.6415, steps: 33.2194, lengths: 12.6583, cls: 0.6806, ndtw: 0.5701, sdtw: 0.4764, success_rate: 0.6210, oracle_rate: 0.6905, spl: 0.5829, val_unseen , nav_error: 4.6270, oracle_error: 2.9204, steps: 38.4521, lengths: 13.9575, cls: 0.6182, ndtw: 0.4939, sdtw: 0.4038, success_rate: 0.5670, oracle_rate: 0.6620, spl: 0.5172
iter 163938, train , nav_error: 0.7102, oracle_error: 0.5526, steps: 26.4797, lengths: 10.2808, cls: 0.9106, ndtw: 0.8561, sdtw: 0.8347, success_rate: 0.9395, oracle_rate: 0.9538, spl: 0.9174, val_seen , nav_error: 4.0755, oracle_error: 2.7040, steps: 35.8688, lengths: 13.2804, cls: 0.6751, ndtw: 0.5631, sdtw: 0.4646, success_rate: 0.6043, oracle_rate: 0.6807, spl: 0.5672, val_unseen , nav_error: 4.6228, oracle_error: 2.9400, steps: 40.6381, lengths: 14.5350, cls: 0.6162, ndtw: 0.4962, sdtw: 0.4116, success_rate: 0.5751, oracle_rate: 0.6582, spl: 0.5233
BEST RESULT TILL NOW: val_seen | Iter 159345 iter 159345, train , nav_error: 0.6059, oracle_error: 0.4771, steps: 26.0596, lengths: 10.1837, cls: 0.9210, ndtw: 0.8708, sdtw: 0.8523, success_rate: 0.9486, oracle_rate: 0.9623, spl: 0.9294, val_seen , nav_error: 3.9687, oracle_error: 2.5645, steps: 34.6699, lengths: 13.1773, cls: 0.6820, ndtw: 0.5728, sdtw: 0.4809, success_rate: 0.6259, oracle_rate: 0.6983, spl: 0.5838, val_unseen , nav_error: 4.6772, oracle_error: 2.9201, steps: 42.7420, lengths: 15.5765, cls: 0.6022, ndtw: 0.4687, sdtw: 0.3846, success_rate: 0.5653, oracle_rate: 0.6556, spl: 0.5027
BEST RESULT TILL NOW: val_unseen | Iter 163938 iter 163938, train , nav_error: 0.7102, oracle_error: 0.5526, steps: 26.4797, lengths: 10.2808, cls: 0.9106, ndtw: 0.8561, sdtw: 0.8347, success_rate: 0.9395, oracle_rate: 0.9538, spl: 0.9174, val_seen , nav_error: 4.0755, oracle_error: 2.7040, steps: 35.8688, lengths: 13.2804, cls: 0.6751, ndtw: 0.5631, sdtw: 0.4646, success_rate: 0.6043, oracle_rate: 0.6807, spl: 0.5672, val_unseen , nav_error: 4.6228, oracle_error: 2.9400, steps: 40.6381, lengths: 14.5350, cls: 0.6162, ndtw: 0.4962, sdtw: 0.4116, success_rate: 0.5751, oracle_rate: 0.6582, spl: 0.5233
iter 164164, train , nav_error: 1.0838, oracle_error: 0.8179, steps: 28.1004, lengths: 10.8898, cls: 0.8741, ndtw: 0.8064, sdtw: 0.7753, success_rate: 0.9020, oracle_rate: 0.9248, spl: 0.8737, val_seen , nav_error: 4.1315, oracle_error: 2.7709, steps: 36.3800, lengths: 13.6746, cls: 0.6670, ndtw: 0.5540, sdtw: 0.4515, success_rate: 0.5994, oracle_rate: 0.6758, spl: 0.5576, val_unseen , nav_error: 5.0227, oracle_error: 3.2169, steps: 46.3729, lengths: 16.8284, cls: 0.5787, ndtw: 0.4629, sdtw: 0.3686, success_rate: 0.5270, oracle_rate: 0.6211, spl: 0.4721
BEST RESULT TILL NOW: val_seen | Iter 159345 iter 159345, train , nav_error: 0.6059, oracle_error: 0.4771, steps: 26.0596, lengths: 10.1837, cls: 0.9210, ndtw: 0.8708, sdtw: 0.8523, success_rate: 0.9486, oracle_rate: 0.9623, spl: 0.9294, val_seen , nav_error: 3.9687, oracle_error: 2.5645, steps: 34.6699, lengths: 13.1773, cls: 0.6820, ndtw: 0.5728, sdtw: 0.4809, success_rate: 0.6259, oracle_rate: 0.6983, spl: 0.5838, val_unseen , nav_error: 4.6772, oracle_error: 2.9201, steps: 42.7420, lengths: 15.5765, cls: 0.6022, ndtw: 0.4687, sdtw: 0.3846, success_rate: 0.5653, oracle_rate: 0.6556, spl: 0.5027
BEST RESULT TILL NOW: val_unseen | Iter 164164 iter 164164, train , nav_error: 1.0838, oracle_error: 0.8179, steps: 28.1004, lengths: 10.8898, cls: 0.8741, ndtw: 0.8064, sdtw: 0.7753, success_rate: 0.9020, oracle_rate: 0.9248, spl: 0.8737, val_seen , nav_error: 4.1315, oracle_error: 2.7709, steps: 36.3800, lengths: 13.6746, cls: 0.6670, ndtw: 0.5540, sdtw: 0.4515, success_rate: 0.5994, oracle_rate: 0.6758, spl: 0.5576, val_unseen , nav_error: 5.0227, oracle_error: 3.2169, steps: 46.3729, lengths: 16.8284, cls: 0.5787, ndtw: 0.4629, sdtw: 0.3686, success_rate: 0.5270, oracle_rate: 0.6211, spl: 0.4721
iter 164318, train , nav_error: 0.7115, oracle_error: 0.5480, steps: 26.6108, lengths: 10.3268, cls: 0.9097, ndtw: 0.8544, sdtw: 0.8324, success_rate: 0.9389, oracle_rate: 0.9543, spl: 0.9159, val_seen , nav_error: 4.0802, oracle_error: 2.6485, steps: 34.5632, lengths: 12.9861, cls: 0.6779, ndtw: 0.5681, sdtw: 0.4768, success_rate: 0.6151, oracle_rate: 0.6964, spl: 0.5787, val_unseen , nav_error: 4.4961, oracle_error: 2.8491, steps: 40.4181, lengths: 14.5672, cls: 0.6143, ndtw: 0.4859, sdtw: 0.4039, success_rate: 0.5764, oracle_rate: 0.6709, spl: 0.5224
